site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0694	Majestic Paint Parkland	Park			Active		Columbus Recreation and Parks Department					4.729	Franklin	Columbus		39.9874513	-82.9449563	86FVX3P4+R2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0695	Martin Avenue Park	Park			Active		Columbus Recreation and Parks Department					0.34	Franklin	Columbus		39.9566087	-83.0241643	86FRXX4G+M2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0696	Milo-Grogan Expansion	Park			Active		Columbus Recreation and Parks Department					0.612	Franklin	Columbus		39.9818185	-82.9804389	86FVX2J9+Q2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0697	North 4Th Park	Park			Active		Columbus Recreation and Parks Department					0.46	Franklin	Columbus		40.0163225	-82.9975205	86GV2282+H2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0698	North East Park And Howard Rec Center	Park			Active		Columbus Recreation and Parks Department			North East Park and Howard Recreation Center is a community park and recreation center complex in northeast Columbus. The facility provides indoor recreation programming, athletic facilities, and community services alongside outdoor park amenities for the surrounding neighborhood.		3.803	Franklin	Columbus		40.0227991	-82.929116	86GV23FC+32	Athletic Field; Community Center; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 461. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0699	Olentangy-Broadmeadows Trail	Park			Active		Columbus Recreation and Parks Department					0.371	Franklin	Columbus		40.0739207	-83.0342589	86GR3XF8+F2	Hiking Trail; Multi-use Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0700	Sawyer Senior Center	Park			Active		Columbus Recreation and Parks Department					4.669	Franklin	Columbus		39.9757447	-82.9780158	86FVX2GC+92		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 711. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0701	Southside Park	Park			Active		Columbus Recreation and Parks Department					4.883	Franklin	Columbus		39.9171347	-82.9811821	86FVW289+W2	Picnic Area; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 422. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0702	Southwood Park	Park			Active		Columbus Recreation and Parks Department					1.202	Franklin	Columbus		39.9542009	-82.9514248	86FVX23X+M2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 159. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0703	Webster Park	Park			Active		Columbus Recreation and Parks Department					1.651	Franklin	Columbus		40.0390211	-83.0248469	86GR2XQG+J2	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0704	Westbank Walkway	Park			Active		Columbus Recreation and Parks Department					1.354	Franklin	Columbus		39.9560907	-83.008497	86FRXX4R+G2	Hiking Trail; Watercraft Access	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0705	Wilson Park North	Park			Active		Columbus Recreation and Parks Department					0.743	Franklin	Columbus		39.9553375	-82.9668599	86FVX24M+32	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: N (Neighborhood Park). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0706	20' PLANTNG STRIP	Open Space			Active		Columbus Recreation and Parks Department			20' Planting Strip is a narrow linear planting strip or linear open space parcel in Columbus providing landscaping and green space buffers within a transportation or residential corridor.		0.315	Franklin	Columbus		39.943002	-82.8488087	86FVW5V2+72		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0707	Bilingsly Basin	Open Space			Active		Columbus Recreation and Parks Department					4.325	Franklin	Columbus		40.1129105	-83.0783557	86GR4W7C+42	Stormwater Basin	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 65. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0708	Bride Water Boulevard Open Space	Open Space			Active		Columbus Recreation and Parks Department					1.96	Franklin	Columbus		40.106578	-83.0570796	86GR4W4V+J2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 511. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Private.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0709	Bush Country Park	Open Space			Active		Columbus Recreation and Parks Department					2.841	Franklin	Columbus		40.1331227	-83.0383571	86GR4XM6+82	Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0710	CHRISTOPHER COLUMBUS SQUARE	Open Space			Active		Columbus Recreation and Parks Department			The square provides a public gathering space with seating and commemorative elements.		0.059	Franklin	Columbus		39.9783633	-82.9994432	86FVX2H2+62	Monument	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0711	Chatterton Road Open Space	Open Space			Active		Columbus Recreation and Parks Department					8.028	Franklin	Columbus		39.9147588	-82.848678	86FVW572+W2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0712	Elk Run Addition	Open Space			Active		Columbus Recreation and Parks Department					39.336	Franklin	Columbus		39.8913377	-82.9013247	86FVV3RX+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 206. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0713	Hickory Woods Park	Open Space			Active		Columbus Recreation and Parks Department					5.221	Franklin	Columbus		40.1307403	-83.0827765	86GR4WJ8+92	Hiking Trail	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 228. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0714	Howard Street Open Space	Open Space			Active		Columbus Recreation and Parks Department					0.075	Franklin	Columbus		39.9836525	-82.9842553	86FVX2M8+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0715	Kings Creek Parkland	Open Space			Active		Columbus Recreation and Parks Department					4.448	Franklin	Columbus		39.9113804	-83.0489861	86FRWX62+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 379. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0716	Kingsbury Parkland	Open Space			Active		Columbus Recreation and Parks Department			The site preserves natural landscape within the Kingsbury area.		11.722	Franklin	Columbus		39.9112294	-83.0463186	86FRWX63+F2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 380. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0717	Lakebrook Boulevard Open Space	Open Space			Active		Columbus Recreation and Parks Department					1.542	Franklin	Columbus		40.10008	-83.0734765	86GR4W2G+42		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 514. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Private.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0718	Morse Road & Patio Avenue Open Space	Open Space			Active		Columbus Recreation and Parks Department			Morse Road and Patio Avenue Open Space is a passive green space parcel in Columbus near the intersection of Morse Road and Patio Avenue, providing natural landscape and informal recreation opportunities.		0.098	Franklin	Columbus		40.0605573	-82.9817273	86GV3269+72		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0719	Nebraska Lane Open Space	Open Space			Active		Columbus Recreation and Parks Department					4.072	Franklin	Columbus		40.0064545	-82.7944854	86GV2644+C2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0720	Parkway Drive Open Space	Open Space			Active		Columbus Recreation and Parks Department					1.648	Franklin	Columbus		40.0065144	-83.0686096	86GR2W4J+P2		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0721	Pavillion at New Albany Preserve	Open Space			Active		Columbus Recreation and Parks Department			Pavilion at New Albany Preserve is a pavilion and gathering space within a nature preserve in the New Albany area of Columbus, providing a covered outdoor facility for picnics and community events adjacent to natural preserve land.		2.431	Franklin	Columbus		40.070995	-82.8566149	86GV34CV+72	Pavilion; Picnic Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0722	Peachwood Place Open Space	Open Space			Active		Columbus Recreation and Parks Department					1.422	Franklin	Columbus		40.0775952	-82.9532852	86GV32HW+42		Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
