Unit_Nm,EsmtHldr,d_Own_Name,d_Mang_Name,GAP_Sts,d_GAP_Sts,GIS_Acres,Pub_Access,d_Pub_Access,Des_Tp,d_Des_Tp,NCED_UID,Duration
Western Reserve Land Conservancy 307,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,171,XA,Closed,AGRE,Agricultural Easement,"77281",PERM
Western Reserve Land Conservancy 316,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,253,XA,Closed,AGRE,Agricultural Easement,"77020",PERM
Western Reserve Land Conservancy 319,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,123,XA,Closed,AGRE,Agricultural Easement,"77138",PERM
Western Reserve Land Conservancy 322,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,220,XA,Closed,AGRE,Agricultural Easement,"77272",PERM
Western Reserve Land Conservancy 299,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,35,XA,Closed,UNKE,Unknown Easement,"77275",PERM
Western Reserve Land Conservancy 302,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,40,XA,Closed,UNKE,Unknown Easement,"77194",PERM
Western Reserve Land Conservancy 309,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,30,XA,Closed,UNKE,Unknown Easement,"77260",PERM
Western Reserve Land Conservancy 314,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,12,XA,Closed,UNKE,Unknown Easement,"77249",PERM
Western Reserve Land Conservancy 317,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,200,XA,Closed,UNKE,Unknown Easement,"77112",PERM
Western Reserve Land Conservancy 321,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,84,XA,Closed,UNKE,Unknown Easement,"77105",PERM
Western Reserve Land Conservancy 327,"Western Reserve Land Conservancy, Ashtabula Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,54,XA,Closed,UNKE,Unknown Easement,"77298",PERM
Grimm Fen - WRLC 222,"Western Reserve Land Conservancy, Cleveland Museum of Natural History",Private,Joint,"4",4 - no known mandate for biodiversity protection,77,XA,Closed,CONE,Conservation Easement,"77024",PERM
Wendtwood - WRLC 207,"Western Reserve Land Conservancy, Cleveland Museum of Natural History",Private,Joint,"4",4 - no known mandate for biodiversity protection,257,XA,Closed,CONE,Conservation Easement,"77045",PERM
Western Reserve Land Conservancy 190,"Western Reserve Land Conservancy, Gates Mills Land Conservancy",Private,Joint,"4",4 - no known mandate for biodiversity protection,26,XA,Closed,CONE,Conservation Easement,"77131",PERM
Western Reserve Land Conservancy 196,"Western Reserve Land Conservancy, Gates Mills Land Conservancy",Private,Joint,"4",4 - no known mandate for biodiversity protection,26,XA,Closed,CONE,Conservation Easement,"77072",PERM
Western Reserve Land Conservancy 326,"Western Reserve Land Conservancy, Geauga County Commissioners, OH",Private,Joint,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,AGRE,Agricultural Easement,"77243",PERM
Western Reserve Land Conservancy 450,"Western Reserve Land Conservancy, Geauga Park District",Private,Joint,"4",4 - no known mandate for biodiversity protection,65,XA,Closed,AGRE,Agricultural Easement,"937783",PERM
Western Reserve Land Conservancy 471,"Western Reserve Land Conservancy, Hunting Valley, OH",Private,Joint,"4",4 - no known mandate for biodiversity protection,66,XA,Closed,UNKE,Unknown Easement,"937841",PERM
Clean Ohio Farmland - Western Reserve Land Conservancy 291,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,66,XA,Closed,AGRE,Agricultural Easement,"77257",PERM
Western Reserve Land Conservancy 297,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,13,XA,Closed,UNKE,Unknown Easement,"77279",PERM
Western Reserve Land Conservancy 298,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,12,XA,Closed,UNKE,Unknown Easement,"77115",PERM
Western Reserve Land Conservancy 300,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,44,XA,Closed,UNKE,Unknown Easement,"77255",PERM
Western Reserve Land Conservancy 301,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,5,XA,Closed,UNKE,Unknown Easement,"77238",PERM
Western Reserve Land Conservancy 303,"Western Reserve Land Conservancy, Lake Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,20,XA,Closed,UNKE,Unknown Easement,"77125",PERM
Western Reserve Land Conservancy 244,"Western Reserve Land Conservancy, Munson Township, OH",Private,Joint,"4",4 - no known mandate for biodiversity protection,87,XA,Closed,UNKE,Unknown Easement,"77191",PERM
Clean Ohio Farmland - Western Reserve Land Conservancy 386,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,147,XA,Closed,AGRE,Agricultural Easement,"923562",PERM
Clean Ohio Farmland - Western Reserve Land Conservancy 407,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,98,XA,Closed,AGRE,Agricultural Easement,"923565",PERM
Clean Ohio Farmland - Western Reserve Land Conservancy 416,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,163,XA,Closed,AGRE,Agricultural Easement,"923560",PERM
Clean Ohio Farmland - Western Reserve Land Conservancy 417,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,285,XA,Closed,AGRE,Agricultural Easement,"923561",PERM
Western Reserve Land Conservancy 209,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,959,XA,Closed,AGRE,Agricultural Easement,"77172",PERM
Western Reserve Land Conservancy 226,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,463,XA,Closed,AGRE,Agricultural Easement,"77148",PERM
Western Reserve Land Conservancy 349,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,90,XA,Closed,AGRE,Agricultural Easement,"77236",PERM
Western Reserve Land Conservancy 527,"Western Reserve Land Conservancy, Ohio Department of Agriculture",Private,Joint,"4",4 - no known mandate for biodiversity protection,148,XA,Closed,AGRE,Agricultural Easement,"937835",PERM
Wetlands Reserve Program (WRP),"Western Reserve Land Conservancy, Trumbull Soil and Water Conservation District",Private,Joint,"4",4 - no known mandate for biodiversity protection,22,XA,Closed,CONE,Conservation Easement,"77183",PERM
Western Reserve Land Conservancy 318,"Western Reserve Land Conservancy, U.S. Natural Resources Conservation Service",Private,Joint,"4",4 - no known mandate for biodiversity protection,161,XA,Closed,AGRE,Agricultural Easement,"77124",PERM
Wetlands Reserve Program (WRP),"Western Reserve Land Conservancy, U.S. Natural Resources Conservation Service",Private,Joint,"4",4 - no known mandate for biodiversity protection,16,XA,Closed,CONE,Conservation Easement,"77135",PERM
Wetlands Reserve Program (WRP),"Western Reserve Land Conservancy, U.S. Natural Resources Conservation Service",Private,Joint,"4",4 - no known mandate for biodiversity protection,9,XA,Closed,CONE,Conservation Easement,"937730",PERM
Western Reserve Land Conservancy 224,"Western Reserve Land Conservancy, Unknown Ohio",Private,Joint,"4",4 - no known mandate for biodiversity protection,66,XA,Closed,AGRE,Agricultural Easement,"77133",PERM
Western Reserve Land Conservancy 113,"Western Reserve Land Conservancy, Unknown Ohio",Private,Joint,"4",4 - no known mandate for biodiversity protection,8,XA,Closed,UNKE,Unknown Easement,"77064",PERM
Western Reserve Land Conservancy 223,"Western Reserve Land Conservancy, Unknown Ohio",Private,Joint,"4",4 - no known mandate for biodiversity protection,10,XA,Closed,UNKE,Unknown Easement,"77022",PERM
Clean Ohio Farmland 229,"Clay Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,101,XA,Closed,AGRE,Agricultural Easement,"936280",PERM
Clean Ohio Farmland 230,"Clay Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,295,XA,Closed,AGRE,Agricultural Easement,"936281",PERM
Clean Ohio Farmland 141,"Elizabeth Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,91,XA,Closed,AGRE,Agricultural Easement,"936283",PERM
Clean Ohio Farmland 142,"Elizabeth Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,78,XA,Closed,AGRE,Agricultural Easement,"936284",PERM
Clean Ohio Farmland 143,"Elizabeth Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,160,XA,Closed,AGRE,Agricultural Easement,"936285",PERM
Clean Ohio Farmland 157,"Hiram Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,107,XA,Closed,AGRE,Agricultural Easement,"936299",PERM
Clean Ohio Farmland 179,"Massie Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,428,XA,Closed,AGRE,Agricultural Easement,"936307",PERM
Clean Ohio Farmland 182,"Perry Township, OH",Private,City Land,"4",4 - no known mandate for biodiversity protection,81,XA,Closed,AGRE,Agricultural Easement,"936309",PERM
Clean Ohio Farmland 135,"Ashland County Commissioners, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,89,XA,Closed,AGRE,Agricultural Easement,"936277",PERM
Clean Ohio Farmland 136,"Ashland County Commissioners, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,41,XA,Closed,AGRE,Agricultural Easement,"936278",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,111,UK,Unknown,UNKE,Unknown Easement,"985355",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,57,UK,Unknown,UNKE,Unknown Easement,"985356",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,6,UK,Unknown,UNKE,Unknown Easement,"985357",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,3,UK,Unknown,UNKE,Unknown Easement,"985358",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,123,UK,Unknown,UNKE,Unknown Easement,"985359",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,4,UK,Unknown,UNKE,Unknown Easement,"985360",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,2,UK,Unknown,UNKE,Unknown Easement,"985361",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,1,UK,Unknown,UNKE,Unknown Easement,"985362",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,5,UK,Unknown,UNKE,Unknown Easement,"985363",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,14,UK,Unknown,UNKE,Unknown Easement,"985364",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,33,UK,Unknown,UNKE,Unknown Easement,"985365",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,8,UK,Unknown,UNKE,Unknown Easement,"985366",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,32,UK,Unknown,UNKE,Unknown Easement,"985367",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,5,UK,Unknown,UNKE,Unknown Easement,"985368",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,67,UK,Unknown,UNKE,Unknown Easement,"985369",PERM
Clinton County Open Lands Easement,"Clinton County Open Lands, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,106,UK,Unknown,UNKE,Unknown Easement,"985370",PERM
Clean Ohio Farmland 155,"Geauga County Commissioners, OH",Private,County Land,"4",4 - no known mandate for biodiversity protection,108,XA,Closed,AGRE,Agricultural Easement,"936297",PERM
